d,CA_1,CA_2,CA_3,CA_4,TX_1,TX_2,TX_3,WI_1,WI_2,WI_3,date,CA_1_rolling_28,CA_2_rolling_28,CA_3_rolling_28,CA_4_rolling_28,TX_1_rolling_28,TX_2_rolling_28,TX_3_rolling_28,WI_1_rolling_28,WI_2_rolling_28,WI_3_rolling_28
d_1821,5923,5957,7880,3083,3403,4447,3986,4776,5039,4433,2016-01-23,4183.107142857143,4076.9285714285716,5878.142857142857,2370.035714285714,2991.8571428571427,3722.0714285714284,3523.5714285714284,3574.9285714285716,4467.428571428572,3628.035714285714
d_1822,5247,5647,8164,2787,3639,4794,4286,4600,4670,3998,2016-01-24,4227.285714285715,4123.25,5970.25,2395.285714285714,3019.714285714286,3759.8928571428573,3571.8928571428573,3608.8928571428573,4528.071428571428,3656.3571428571427
d_1823,3741,3240,6371,2487,2666,3441,3538,2798,3301,2806,2016-01-25,4222.785714285715,4106.214285714285,6007.928571428572,2407.5714285714284,3017.1785714285716,3759.6785714285716,3591.785714285714,3654.5,4562.321428571428,3688.964285714286
d_1824,3246,3294,5244,2088,2426,2798,2934,2466,3386,2564,2016-01-26,4200.0,4093.6428571428573,6013.571428571428,2408.8214285714284,3010.3214285714284,3746.6071428571427,3585.785714285714,3646.75,4575.535714285715,3686.214285714286
d_1825,3031,3189,5309,2239,2357,3216,2939,2937,3500,2632,2016-01-27,4179.214285714285,4069.8214285714284,6017.142857142857,2413.75,3001.214285714286,3746.0,3587.3571428571427,3622.1071428571427,4564.821428571428,3666.6071428571427
d_1826,3173,3211,5261,2153,2497,3264,3135,3036,3961,2775,2016-01-28,4149.892857142857,4029.8214285714284,6009.607142857143,2403.1071428571427,2976.6071428571427,3714.0,3563.035714285714,3554.1785714285716,4495.642857142857,3593.8214285714284
d_1827,3871,3964,5637,2432,2693,3562,3486,3845,4569,3580,2016-01-29,4166.071428571428,4040.0,6048.214285714285,2428.8571428571427,2978.0,3726.464285714286,3581.1785714285716,3564.1071428571427,4522.714285714285,3612.25
d_1828,5498,5873,7217,2806,3347,4384,4202,5538,5586,4653,2016-01-30,4180.821428571428,4078.535714285714,6068.321428571428,2439.035714285714,2988.8571428571427,3744.6785714285716,3606.5714285714284,3583.0714285714284,4527.964285714285,3605.964285714286
d_1829,6032,6037,8094,3343,3727,4712,4575,5034,4915,4362,2016-01-31,4218.178571428572,4111.964285714285,6115.214285714285,2460.0,3010.285714285714,3765.535714285714,3633.3214285714284,3617.8214285714284,4514.892857142857,3608.4285714285716
d_1830,4075,3454,6446,2643,3213,4225,4262,3740,5718,3938,2016-02-01,4212.392857142857,4107.071428571428,6133.142857142857,2458.5714285714284,3027.0,3789.6071428571427,3658.3928571428573,3642.6785714285716,4574.714285714285,3631.3928571428573
d_1831,3765,3360,5722,2299,2681,3121,3141,2460,5169,3210,2016-02-02,4222.535714285715,4117.107142857143,6139.928571428572,2457.5,3026.964285714286,3780.4285714285716,3653.714285714286,3612.1428571428573,4597.5,3613.6428571428573
d_1832,3983,3314,5740,2335,3081,3722,4091,3135,5786,4153,2016-02-03,4249.607142857143,4119.0,6164.142857142857,2468.6071428571427,3050.714285714286,3810.535714285714,3705.785714285714,3615.8214285714284,4632.857142857143,3642.0714285714284
d_1833,3928,3333,5951,2244,2645,3245,3421,2831,4607,3219,2016-02-04,4251.785714285715,4113.642857142857,6175.107142857143,2462.1785714285716,3049.1785714285716,3790.785714285714,3684.3571428571427,3614.75,4650.607142857143,3648.1785714285716
d_1834,4327,4276,5986,2316,2949,3737,3664,3676,5506,3756,2016-02-05,4249.035714285715,4126.357142857143,6182.285714285715,2468.714285714286,3046.9285714285716,3796.5,3691.8571428571427,3610.6428571428573,4672.535714285715,3640.6071428571427
d_1835,6412,6150,7347,3301,3939,5240,4432,5516,7046,5657,2016-02-06,4261.0,4128.821428571428,6161.107142857143,2485.75,3040.1428571428573,3814.8214285714284,3696.5,3618.9285714285716,4694.285714285715,3661.25
d_1836,4986,4251,6696,2727,4034,5210,4905,4461,5046,4577,2016-02-07,4236.928571428572,4077.714285714286,6113.285714285715,2481.75,3050.214285714286,3830.3571428571427,3725.035714285714,3632.3214285714284,4719.0,3679.0
d_1837,3933,3537,5930,2166,2845,3714,3707,2597,4907,3468,2016-02-08,4234.5,4086.214285714286,6095.071428571428,2471.035714285714,3043.714285714286,3823.5,3729.1071428571427,3623.285714285714,4714.0,3682.964285714286
d_1838,3936,3549,5882,2207,2978,3737,3825,3313,5358,3728,2016-02-09,4254.464285714285,4094.6071428571427,6122.178571428572,2469.714285714286,3035.964285714286,3836.5714285714284,3736.285714285714,3648.535714285714,4739.428571428572,3686.75
d_1839,3995,3586,6421,2323,2745,4259,3831,3180,5180,3833,2016-02-10,4281.0,4118.964285714285,6179.964285714285,2479.75,3038.6428571428573,3867.8214285714284,3748.6428571428573,3665.8928571428573,4773.678571428572,3724.5
d_1840,4007,4026,6547,2383,3431,4799,4438,3899,6333,4721,2016-02-11,4302.5,4148.392857142857,6244.214285714285,2492.8571428571427,3062.6071428571427,3923.3214285714284,3789.1428571428573,3675.8214285714284,4802.75,3748.964285714286
d_1841,4111,4140,5928,2677,3343,4295,4198,4308,6463,4759,2016-02-12,4305.535714285715,4150.785714285715,6265.464285714285,2503.8928571428573,3061.3571428571427,3940.1071428571427,3808.535714285714,3667.1428571428573,4825.392857142857,3749.214285714286
d_1842,5483,5645,7921,2799,4107,5327,4929,5490,6348,5666,2016-02-13,4296.178571428572,4148.571428571428,6289.785714285715,2507.8571428571427,3079.8214285714284,3965.964285714286,3821.3214285714284,3660.035714285714,4843.357142857143,3756.285714285714
d_1843,4834,5016,6852,2536,3909,4935,4548,4467,6208,5032,2016-02-14,4275.178571428572,4133.321428571428,6271.928571428572,2504.3214285714284,3082.8571428571427,3962.4285714285716,3832.035714285714,3687.1071428571427,4916.107142857143,3804.035714285714
d_1844,4588,4562,7464,2617,3649,4301,4165,3524,6783,4499,2016-02-15,4278.892857142857,4131.964285714285,6315.571428571428,2502.1428571428573,3100.464285714286,3981.964285714286,3845.964285714286,3715.8571428571427,5019.107142857143,3856.3928571428573
d_1845,3650,3440,5987,2172,3132,3715,3494,3173,5366,3573,2016-02-16,4301.178571428572,4145.821428571428,6344.928571428572,2503.285714285714,3119.8571428571427,3997.535714285714,3858.535714285714,3725.3928571428573,5081.75,3874.1071428571427
d_1846,3777,3254,5465,2059,2865,3646,3393,3405,5319,3362,2016-02-17,4309.5,4148.642857142857,6350.142857142857,2498.1428571428573,3128.3214285714284,4020.785714285714,3867.3571428571427,3734.6071428571427,5139.428571428572,3893.3571428571427
d_1847,3868,3595,5424,2419,2879,3749,3474,3207,4861,2960,2016-02-18,4322.571428571428,4167.392857142857,6361.071428571428,2504.285714285714,3145.285714285714,4042.75,3880.035714285714,3748.6071428571427,5181.321428571428,3903.285714285714
d_1848,4413,4105,6158,2438,3096,4103,3627,3846,4835,3771,2016-02-19,4351.178571428572,4178.75,6394.428571428572,2502.8214285714284,3152.714285714286,4060.6428571428573,3879.5,3759.214285714286,5205.928571428572,3917.3214285714284
d_1849,5283,5731,7668,2666,3762,5016,4504,5538,5661,5028,2016-02-20,4328.321428571428,4170.678571428572,6386.857142857143,2487.9285714285716,3165.535714285714,4080.964285714286,3898.0,3786.4285714285716,5228.142857142857,3938.5714285714284
d_1850,5607,6114,7984,2833,4299,5479,4885,4779,5409,4692,2016-02-21,4341.178571428572,4187.357142857143,6380.428571428572,2489.5714285714284,3189.1071428571427,4105.428571428572,3919.3928571428573,3792.8214285714284,5254.535714285715,3963.3571428571427
d_1851,3905,3573,6293,2498,2880,3888,3647,3095,4340,3209,2016-02-22,4347.035714285715,4199.25,6377.642857142857,2489.964285714286,3196.75,4121.392857142857,3923.285714285714,3803.4285714285716,5291.642857142857,3977.75
d_1852,3613,3188,5616,2199,2606,3590,3263,2858,4121,2927,2016-02-23,4360.142857142857,4195.464285714285,6390.928571428572,2493.9285714285716,3203.1785714285716,4149.678571428572,3935.035714285714,3817.4285714285716,5317.892857142857,3990.714285714286
d_1853,3369,3076,5477,2021,2808,3616,3418,2982,4473,2828,2016-02-24,4372.214285714285,4191.428571428572,6396.928571428572,2486.1428571428573,3219.285714285714,4163.964285714285,3952.1428571428573,3819.035714285714,5352.642857142857,3997.714285714286
d_1854,3396,3419,5535,2167,2692,3692,3108,3095,4416,3095,2016-02-25,4380.178571428572,4198.857142857143,6406.714285714285,2486.6428571428573,3226.25,4179.25,3951.1785714285716,3821.1428571428573,5368.892857142857,4009.1428571428573
d_1855,4087,4042,5833,2384,2832,3932,3133,3565,4381,3460,2016-02-26,4387.892857142857,4201.642857142857,6413.714285714285,2484.9285714285716,3231.214285714286,4192.464285714285,3938.5714285714284,3811.1428571428573,5362.178571428572,4004.8571428571427
d_1856,5329,6070,7375,2772,3361,4414,3800,4992,5152,4622,2016-02-27,4381.857142857143,4208.678571428572,6419.357142857143,2483.714285714286,3231.714285714286,4193.535714285715,3924.214285714286,3791.6428571428573,5346.678571428572,4003.75
d_1857,6198,5895,7883,3181,3929,4997,4450,5039,4931,4412,2016-02-28,4387.785714285715,4203.607142857143,6411.821428571428,2477.9285714285716,3238.9285714285716,4203.714285714285,3919.75,3791.8214285714284,5347.25,4005.535714285714
d_1858,3797,3509,6291,2635,2814,3706,3443,3451,4361,3252,2016-02-29,4377.857142857143,4205.571428571428,6406.285714285715,2477.6428571428573,3224.6785714285716,4185.178571428572,3890.5,3781.5,5298.785714285715,3981.035714285714
d_1859,3830,3651,6462,2354,2962,3947,3933,2188,4322,2887,2016-03-01,4380.178571428572,4215.964285714285,6432.714285714285,2479.6071428571427,3234.714285714286,4214.678571428572,3918.785714285714,3771.785714285714,5268.535714285715,3969.5
d_1860,3754,3373,5700,2588,2804,3567,3531,3507,5670,3964,2016-03-02,4372.0,4218.071428571428,6431.285714285715,2488.6428571428573,3224.8214285714284,4209.142857142857,3898.785714285714,3785.0714285714284,5264.392857142857,3962.75
d_1861,3769,3533,5992,2327,3142,4137,4117,3496,6556,4390,2016-03-03,4366.321428571428,4225.214285714285,6432.75,2491.6071428571427,3242.5714285714284,4241.0,3923.6428571428573,3808.8214285714284,5334.0,4004.5714285714284
d_1862,4163,3881,5550,2501,3002,3531,3625,3813,5285,3974,2016-03-04,4360.464285714285,4211.107142857143,6417.178571428572,2498.214285714286,3244.464285714286,4233.642857142857,3922.25,3813.714285714286,5326.107142857143,4012.3571428571427
d_1863,5630,5876,7567,2949,3644,4675,4176,5396,7037,5372,2016-03-05,4332.535714285715,4201.321428571428,6425.035714285715,2485.6428571428573,3233.9285714285716,4213.464285714285,3913.1071428571427,3809.4285714285716,5325.785714285715,4002.1785714285716
d_1864,6829,6384,8773,3238,4328,5374,4453,5451,6957,5431,2016-03-06,4398.357142857143,4277.5,6499.214285714285,2503.8928571428573,3244.4285714285716,4219.321428571428,3896.964285714286,3844.785714285714,5394.035714285715,4032.6785714285716
d_1865,4393,3484,6558,2713,3112,4237,4254,2992,4796,4023,2016-03-07,4414.785714285715,4275.607142857143,6521.642857142857,2523.4285714285716,3253.964285714286,4238.0,3916.5,3858.8928571428573,5390.071428571428,4052.5
d_1866,3930,3543,6257,2353,2810,3487,3489,2886,5178,3794,2016-03-08,4414.571428571428,4275.392857142857,6535.035714285715,2528.6428571428573,3247.964285714286,4229.071428571428,3904.5,3843.6428571428573,5383.642857142857,4054.8571428571427
d_1867,3672,3752,5912,2208,2591,3278,3222,3373,5382,3642,2016-03-09,4403.035714285715,4281.321428571428,6516.857142857143,2524.535714285714,3242.464285714286,4194.035714285715,3882.75,3850.535714285714,5390.857142857143,4048.035714285714
d_1868,3877,3663,5820,2475,3078,3876,3694,3254,5180,3350,2016-03-10,4398.392857142857,4268.357142857143,6490.892857142857,2527.8214285714284,3229.8571428571427,4161.071428571428,3856.1785714285716,3827.5,5349.678571428572,3999.0714285714284
d_1869,4049,4118,5789,2319,3083,4171,3812,3790,5767,3989,2016-03-11,4396.178571428572,4267.571428571428,6485.928571428572,2515.035714285714,3220.5714285714284,4156.642857142857,3842.3928571428573,3809.0,5324.821428571428,3971.5714285714284
d_1870,5933,6196,7602,2784,4028,4656,4429,5196,6780,5107,2016-03-12,4412.25,4287.25,6474.535714285715,2514.5,3217.75,4132.678571428572,3824.535714285714,3798.5,5340.25,3951.6071428571427
d_1871,5446,5937,7874,2680,4075,5217,4174,4764,6278,4976,2016-03-13,4434.107142857143,4320.142857142857,6511.035714285715,2519.6428571428573,3223.6785714285716,4142.75,3811.1785714285716,3809.1071428571427,5342.75,3949.6071428571427
d_1872,4190,3560,6458,2650,3503,4286,4093,3301,5925,4069,2016-03-14,4419.892857142857,4284.357142857143,6475.107142857143,2520.8214285714284,3218.464285714286,4142.214285714285,3808.6071428571427,3801.1428571428573,5312.107142857143,3934.25
d_1873,3457,3430,5661,2503,3601,4113,3945,3209,6041,4157,2016-03-15,4413.0,4284.0,6463.464285714285,2532.6428571428573,3235.214285714286,4156.428571428572,3824.714285714286,3802.4285714285716,5336.214285714285,3955.1071428571427
d_1874,3587,3481,5512,2227,3175,3495,3808,3176,5050,3095,2016-03-16,4406.214285714285,4292.107142857143,6465.142857142857,2538.6428571428573,3246.285714285714,4151.035714285715,3839.535714285714,3794.25,5326.607142857143,3945.5714285714284
d_1875,3329,3411,5277,2179,2990,3764,3416,3028,4203,3412,2016-03-17,4386.964285714285,4285.535714285715,6459.892857142857,2530.0714285714284,3250.25,4151.571428571428,3837.464285714286,3787.8571428571427,5303.107142857143,3961.714285714286
d_1876,4285,4127,5644,2608,2999,4224,3533,3509,4979,3744,2016-03-18,4382.392857142857,4286.321428571428,6441.535714285715,2536.1428571428573,3246.785714285714,4155.892857142857,3834.1071428571427,3775.8214285714284,5308.25,3960.75
d_1877,5659,2779,7508,2954,3633,4528,4049,5102,5227,4742,2016-03-19,4395.821428571428,4180.892857142857,6435.821428571428,2546.4285714285716,3242.1785714285716,4138.464285714285,3817.8571428571427,3760.25,5292.75,3950.535714285714
d_1878,6197,2300,7775,3149,4133,4928,4367,5003,5657,4316,2016-03-20,4416.892857142857,4044.6785714285716,6428.357142857143,2557.714285714286,3236.25,4118.785714285715,3799.3571428571427,3768.25,5301.607142857143,3937.1071428571427
d_1879,4242,3496,6239,2564,2757,3666,3550,3249,4502,3095,2016-03-21,4428.928571428572,4041.9285714285716,6426.428571428572,2560.0714285714284,3231.8571428571427,4110.857142857143,3795.8928571428573,3773.75,5307.392857142857,3933.035714285714
d_1880,3776,3645,5703,2457,2817,3664,3345,3033,4068,2967,2016-03-22,4434.75,4058.25,6429.535714285715,2569.285714285714,3239.3928571428573,4113.5,3798.8214285714284,3780.0,5305.5,3934.464285714286
d_1881,3770,3322,5651,2398,2854,3900,3587,2751,3926,2627,2016-03-23,4449.071428571428,4067.035714285714,6435.75,2582.75,3241.035714285714,4123.642857142857,3804.8571428571427,3771.75,5285.964285714285,3927.285714285714
d_1882,3970,3329,5409,2520,2637,3360,3308,2718,3834,2918,2016-03-24,4469.571428571428,4063.8214285714284,6431.25,2595.3571428571427,3239.0714285714284,4111.785714285715,3812.0,3758.285714285714,5265.178571428572,3920.964285714286
d_1883,4904,4796,6373,2621,3478,4600,4157,5094,5218,4370,2016-03-25,4498.75,4090.75,6450.535714285715,2603.8214285714284,3262.1428571428573,4135.642857142857,3848.5714285714284,3812.8928571428573,5295.071428571428,3953.464285714286
d_1884,6139,6429,7978,3241,4023,5046,4526,6150,5462,4869,2016-03-26,4527.678571428572,4103.571428571428,6472.071428571428,2620.5714285714284,3285.785714285714,4158.214285714285,3874.5,3854.25,5306.142857142857,3962.285714285714
d_1885,4669,6296,7650,2681,4589,4759,3988,3550,4127,4051,2016-03-27,4473.071428571428,4117.892857142857,6463.75,2602.714285714286,3309.3571428571427,4149.714285714285,3858.0,3801.0714285714284,5277.428571428572,3949.3928571428573
d_1886,3905,3645,5487,2445,3026,3740,3537,3039,4254,2963,2016-03-28,4476.928571428572,4122.75,6435.035714285715,2595.9285714285716,3316.9285714285716,4150.928571428572,3861.3571428571427,3786.3571428571427,5273.607142857143,3939.0714285714284
d_1887,3788,3795,5493,2243,2499,2899,2924,2780,4041,3395,2016-03-29,4475.428571428572,4127.892857142857,6400.428571428572,2591.964285714286,3300.3928571428573,4113.5,3825.3214285714284,3807.5,5263.571428571428,3957.214285714286
d_1888,3339,3489,5202,2322,2801,3137,2890,2692,3626,2861,2016-03-30,4460.607142857143,4132.035714285715,6382.642857142857,2582.464285714286,3300.285714285714,4098.142857142857,3802.4285714285716,3778.3928571428573,5190.571428571428,3917.8214285714284
d_1889,4076,3581,5474,2470,2631,3355,3320,2858,3908,3008,2016-03-31,4471.571428571428,4133.75,6364.142857142857,2587.5714285714284,3282.035714285714,4070.214285714286,3773.964285714286,3755.6071428571427,5096.0,3868.464285714286
d_1890,4983,4787,6571,2581,3389,4113,4350,4362,6146,4254,2016-04-01,4500.857142857143,4166.107142857143,6400.607142857143,2590.4285714285716,3295.8571428571427,4091.0,3799.8571428571427,3775.214285714286,5126.75,3878.464285714286
d_1891,5877,6048,7206,3040,4018,4785,4292,5119,7069,5218,2016-04-02,4509.678571428572,4172.25,6387.714285714285,2593.6785714285716,3309.214285714286,4094.9285714285716,3804.0,3765.3214285714284,5127.892857142857,3872.964285714286
d_1892,6496,6542,8399,3140,4275,5170,4606,5370,6953,5474,2016-04-03,4497.785714285715,4177.892857142857,6374.357142857143,2590.1785714285716,3307.3214285714284,4087.6428571428573,3809.464285714286,3762.4285714285716,5127.75,3874.5
d_1893,4812,3971,6622,2788,3032,3791,3674,3168,5010,3550,2016-04-04,4512.75,4195.285714285715,6376.642857142857,2592.8571428571427,3304.464285714286,4071.714285714286,3788.75,3768.714285714286,5135.392857142857,3857.6071428571427
d_1894,4063,3480,6221,2632,3215,3721,3530,3231,5680,3910,2016-04-05,4517.5,4193.035714285715,6375.357142857143,2602.8214285714284,3318.9285714285716,4080.0714285714284,3790.214285714286,3781.035714285714,5153.321428571428,3861.75
d_1895,3964,3731,5685,2427,3201,3366,3771,2996,6143,3850,2016-04-06,4527.928571428572,4192.285714285715,6367.25,2610.6428571428573,3340.714285714286,4083.214285714286,3809.8214285714284,3767.5714285714284,5180.5,3869.1785714285716
d_1896,3655,3760,5635,2409,3100,3795,3705,3288,5342,3427,2016-04-07,4520.0,4195.75,6360.642857142857,2608.285714285714,3341.5,4080.3214285714284,3810.214285714286,3768.785714285714,5186.285714285715,3871.9285714285716
d_1897,4719,4447,6191,2357,3301,3748,3717,3866,6695,4179,2016-04-08,4543.928571428572,4207.5,6375.0,2609.6428571428573,3349.285714285714,4065.214285714286,3806.8214285714284,3771.5,5219.428571428572,3878.714285714286
d_1898,6112,6353,7782,3064,4068,4820,4472,6182,7852,5635,2016-04-09,4550.321428571428,4213.107142857143,6381.428571428572,2619.6428571428573,3350.714285714286,4071.0714285714284,3808.3571428571427,3806.714285714286,5257.714285714285,3897.5714285714284
